time_received,Number of Vehicles
14793111047,11
14793111048,12
14793111049,14
14793111050,11
14793111051,13
14793111052,14
14793111053,11
14793111054,12
14793111055,11
14793111056,10
14793111057,12
14793111058,12
14793111059,10
14793111060,12
14793111061,9
14793111062,11
14793111063,12
14793111064,11
14793111065,13
14793111066,12
14793111067,12
14793111068,10
14793111069,11
14793111070,10
14793111071,11
14793111072,11
14793111073,10
14793111074,10
14793111075,11
14793111076,12
14793111077,11
14793111078,12
14793111079,13
14793111080,10
14793111081,9
14793111082,10
14793111083,10
14793111084,12
14793111085,11
14793111086,11
14793111087,9
14793111088,10
14793111089,10
14793111090,10
14793111091,11
14793111092,12
14793111093,11
14793111094,11
14793111095,10
14793111096,12
14793111097,11
14793111098,11
14793111099,11
14793111100,9
14793111101,8
14793111102,9
14793111103,11
14793111104,9
14793111105,8
14793111106,10
14793111107,8
14793111108,10
14793111109,11
14793111110,10
14793111111,10
14793111112,10
14793111113,12
14793111114,9
14793111115,11
14793111116,9
14793111117,12
14793111118,11
14793111119,8
14793111120,11
14793111121,10
14793111122,7
14793111123,5
14793111124,7
14793111125,7
14793111126,7
14793111127,9
14793111128,8
14793111129,9
14793111130,10
14793111131,9
14793111132,9
14793111133,10
14793111134,8
14793111135,10
14793111136,9
14793111137,10
14793111138,8
14793111139,10
14793111140,7
14793111141,9
14793111142,8
14793111143,9
14793111144,10
14793111145,8
14793111146,7
14793111147,9
14793111148,8
14793111149,8
14793111150,8
14793111151,7
14793111152,8
14793111153,9
14793111154,6
14793111155,6
14793111156,6
14793111157,10
14793111158,8
14793111159,9
14793111160,8
14793111161,9
14793111162,6
14793111163,13
14793111164,9
14793111165,9
14793111166,6
14793111167,9
14793111168,7
14793111169,9
14793111170,11
14793111171,7
14793111172,9
14793111173,9
14793111174,8
14793111175,9
14793111176,7
14793111177,8
14793111178,6
14793111179,9
14793111180,8
14793111181,9
14793111182,10
14793111183,6
14793111184,9
14793111185,9
14793111186,6
14793111187,7
14793111188,9
14793111189,8
14793111190,8
14793111191,6
14793111192,12
14793111193,5
14793111194,11
14793111195,8
14793111196,11
14793111197,7
14793111198,7
14793111199,9
14793111200,11
14793111201,9
14793111202,11
14793111203,9
14793111204,11
14793111205,8
14793111206,12
14793111207,10
14793111208,8
14793111209,8
14793111210,9
14793111211,11
14793111212,10
14793111213,7
14793111214,9
14793111215,8
14793111216,8
14793111217,6
14793111218,12
14793111219,9
14793111220,10
14793111221,10
14793111222,10
14793111223,9
14793111224,12
14793111225,11
14793111226,10
14793111227,9
14793111228,11
14793111229,11
14793111230,9
14793111231,11
14793111232,9
14793111233,11
14793111234,12
14793111235,9
14793111236,11
14793111237,8
14793111238,8
14793111239,9
14793111240,11
14793111241,8
14793111242,9
14793111243,8
14793111244,10
14793111245,9
14793111246,9
14793111247,10
14793111248,10
14793111249,10
14793111250,9
14793111251,10
14793111252,9
14793111253,10
14793111254,10
14793111255,10
14793111256,9
14793111257,9
14793111258,11
14793111259,10
14793111260,11
14793111261,10
14793111262,11
14793111263,10
14793111264,10
14793111265,9
14793111266,9
14793111267,11
14793111268,10
14793111269,10
14793111270,9
14793111271,10
14793111272,12
14793111273,9
14793111274,10
14793111275,10
14793111276,9
14793111277,6
14793111278,11
14793111279,10
14793111280,10
14793111281,8
14793111282,10
14793111283,10
14793111284,9
14793111285,10
14793111286,8
14793111287,10
14793111288,10
14793111289,9
14793111290,11
14793111291,9
14793111292,9
14793111293,9
14793111294,11
14793111295,10
14793111296,10
14793111297,10
14793111298,9
14793111299,9
14793111300,10
14793111301,10
14793111302,9
14793111303,11
14793111304,10
14793111305,12
14793111306,10
14793111307,12
14793111308,12
14793111309,11
14793111310,9
14793111311,11
14793111312,9
14793111313,11
14793111314,12
14793111315,7
14793111316,13
14793111317,8
14793111318,10
14793111319,11
14793111320,10
14793111321,10
14793111322,10
14793111323,10
14793111324,10
14793111325,10
14793111326,9
14793111327,9
14793111328,10
14793111329,10
14793111330,13
14793111331,9
14793111332,12
14793111333,9
14793111334,10
14793111335,12
14793111336,10
14793111337,11
14793111338,12
14793111339,9
14793111340,11
14793111341,11
14793111342,10
14793111343,9
14793111344,10
14793111345,7
14793111346,12
14793111347,10
14793111348,11
14793111349,10
14793111350,10
14793111351,9
14793111352,11
14793111353,10
14793111354,10
14793111355,11
14793111356,11
14793111357,8
14793111358,11
14793111359,10
14793111360,10
14793111361,10
14793111362,10
14793111363,10
14793111364,11
14793111365,10
14793111366,10
14793111367,10
14793111368,9
14793111369,11
14793111370,10
14793111371,10
14793111372,10
14793111373,9
14793111374,9
14793111375,7
14793111376,12
14793111377,9
14793111378,11
14793111379,10
14793111380,10
14793111381,9
14793111382,10
14793111383,9
14793111384,10
14793111385,9
14793111386,11
14793111387,10
14793111388,10
14793111389,10
14793111390,9
14793111391,9
14793111392,9
14793111393,9
14793111394,10
14793111395,9
14793111396,9
14793111397,11
14793111398,8
14793111399,10
14793111400,10
14793111401,10
14793111402,8
14793111403,10
14793111404,10
14793111405,10
14793111406,10
14793111407,9
14793111408,9
14793111409,8
14793111410,10
14793111411,9
14793111412,7
14793111413,8
14793111414,8
14793111415,11
14793111416,10
14793111417,8
14793111418,11
14793111419,10
14793111420,10
14793111421,10
14793111422,8
14793111423,11
14793111424,10
14793111425,10
14793111426,12
14793111427,8
14793111428,10
14793111429,9
14793111430,11
14793111431,10
14793111432,8
14793111433,10
14793111434,12
14793111435,10
14793111436,9
14793111437,10
14793111438,8
14793111439,10
14793111440,10
14793111441,11
14793111442,11
14793111443,10
14793111444,9
14793111445,9
14793111446,10
14793111447,11
14793111448,13
14793111449,11
14793111450,9
14793111451,10
14793111452,11
14793111453,10
14793111454,11
14793111455,12
14793111456,14
14793111457,10
14793111458,12
14793111459,11
14793111460,13
14793111461,13
14793111462,11
14793111463,10
14793111464,13
14793111465,9
14793111466,10
14793111467,12
14793111468,13
14793111469,11
14793111470,10
14793111471,10
14793111472,9
14793111473,19
14793111474,14
14793111475,10
14793111476,13
14793111477,12
14793111478,11
14793111479,11
14793111480,12
14793111481,12
14793111482,12
14793111483,10
14793111484,12
14793111485,8
14793111486,9
14793111487,12
14793111488,10
14793111489,10
14793111490,12
14793111491,11
14793111492,8
14793111493,8
14793111494,8
14793111495,13
14793111496,10
14793111497,11
14793111498,11
14793111499,10
14793111500,12
14793111501,8
14793111502,11
14793111503,9
14793111504,11
14793111505,7
14793111506,12
14793111507,8
14793111508,9
14793111509,7
14793111510,9
14793111511,8
14793111512,9
14793111513,12
14793111514,7
14793111515,7
14793111516,12
14793111517,10
14793111518,9
14793111519,14
14793111520,10
14793111521,7
14793111522,10
14793111523,7
14793111524,7
14793111525,9
14793111526,16
14793111527,10
14793111528,6
14793111529,6
14793111530,11
14793111531,7
14793111532,7
14793111533,7
14793111534,5
14793111535,8
14793111536,6
14793111537,9
14793111538,7
14793111539,7
14793111540,7
14793111541,8
14793111542,7
14793111543,6
14793111544,6
14793111545,8
14793111546,8
14793111547,9
14793111548,8
14793111549,8
14793111550,7
14793111551,8
14793111552,8
14793111553,8
14793111554,7
14793111555,6
14793111556,11
14793111557,8
14793111558,8
14793111559,9
14793111560,6
14793111561,9
14793111562,9
14793111563,10
14793111564,11
14793111565,8
14793111566,10
14793111567,9
14793111568,7
14793111569,7
14793111570,10
14793111571,8
14793111572,10
14793111573,10
14793111574,9
14793111575,9
14793111576,10
14793111577,8
14793111578,9
14793111579,9
14793111580,11
14793111581,9
14793111582,8
14793111583,11
14793111584,7
14793111585,7
14793111586,9
14793111587,8
14793111588,8
14793111589,9
14793111590,9
14793111591,9
14793111592,8
14793111593,5
14793111594,8
14793111595,8
14793111596,9
14793111597,9
14793111598,7
14793111599,9
14793111600,9
14793111601,9
14793111602,9
14793111603,7
14793111604,9
14793111605,8
14793111606,8
14793111607,8
14793111608,9
14793111609,8
14793111610,7
14793111611,7
14793111612,9
14793111613,9
14793111614,7
14793111615,8
14793111616,8
14793111617,6
14793111618,7
14793111619,9
14793111620,8
14793111621,8
14793111622,9
14793111623,8
14793111624,9
14793111625,9
14793111626,7
14793111627,8
14793111628,7
14793111629,10
14793111630,10
14793111631,9
14793111632,8
14793111633,9
14793111634,9
14793111635,9
14793111636,11
14793111637,8
14793111638,9
14793111639,6
14793111640,14
14793111641,8
14793111642,8
14793111643,11
14793111644,9
14793111645,8
14793111646,10
14793111647,10
14793111648,10
14793111649,9
14793111650,12
14793111651,9
14793111652,12
14793111653,13
14793111654,12
14793111655,11
14793111656,12
14793111657,11
14793111658,9
14793111659,9
14793111660,11
14793111661,9
14793111662,8
14793111663,10
14793111664,9
14793111665,10
14793111666,8
14793111667,7
14793111668,9
14793111669,10
14793111670,8
14793111671,9
14793111672,11
14793111673,10
14793111674,9
14793111675,7
14793111676,9
14793111677,9
14793111678,9
14793111679,9
14793111680,9
14793111681,7
14793111682,7
14793111683,9
14793111684,9
14793111685,10
14793111686,8
14793111687,11
14793111688,8
14793111689,8
14793111690,9
14793111691,9
14793111692,9
14793111693,9
14793111694,10
14793111695,9
14793111696,10
14793111697,9
14793111698,10
14793111699,7
14793111700,6
14793111701,8
14793111702,9
14793111703,10
14793111704,12
14793111705,7
14793111706,9
14793111707,11
14793111708,12
14793111709,10
14793111710,9
14793111711,8
14793111712,12
14793111713,12
14793111714,12
14793111715,12
14793111716,12
14793111717,13
14793111718,13
14793111719,8
14793111720,12
14793111721,11
14793111722,12
14793111723,12
14793111724,10
14793111725,11
14793111726,11
14793111727,12
14793111728,10
14793111729,12
14793111730,9
14793111731,12
14793111732,10
14793111733,12
14793111734,12
14793111735,11
14793111736,9
14793111737,12
14793111738,11
14793111739,10
14793111740,11
14793111741,12
14793111742,11
14793111743,12
14793111744,12
14793111745,12
14793111746,11
14793111747,12
14793111748,10
14793111749,11
14793111750,13
14793111751,10
14793111752,10
14793111753,8
14793111754,9
14793111755,9
14793111756,11
14793111757,9
14793111758,11
14793111759,11
14793111760,11
14793111761,9
14793111762,10
14793111763,11
14793111764,10
14793111765,9
14793111766,9
14793111767,9
14793111768,10
14793111769,10
14793111770,10
14793111771,9
14793111772,10
14793111773,9
14793111774,11
14793111775,8
14793111776,8
14793111777,9
14793111778,10
14793111779,13
14793111780,8
14793111781,13
14793111782,10
14793111783,9
14793111784,9
14793111785,9
14793111786,11
14793111787,10
14793111788,9
14793111789,10
14793111790,10
14793111791,10
14793111792,8
14793111793,10
14793111794,10
14793111795,9
14793111796,9
14793111797,10
14793111798,10
14793111799,10
14793111800,7
14793111801,9
14793111802,9
14793111803,10
14793111804,10
14793111805,10
14793111806,11
14793111807,7
14793111808,9
14793111809,6
14793111810,13
14793111811,8
14793111812,9
14793111813,7
14793111814,14
14793111815,10
14793111816,10
14793111817,6
14793111818,10
14793111819,8
14793111820,9
14793111821,8
14793111822,11
14793111823,12
14793111824,10
14793111825,8
14793111826,11
14793111827,10
14793111828,9
14793111829,11
14793111830,10
14793111831,10
14793111832,9
14793111833,8
14793111834,11
14793111835,9
14793111836,12
14793111837,9
14793111838,10
14793111839,9
14793111840,10
14793111841,8
14793111842,13
14793111843,5
14793111844,8
14793111845,8
14793111846,14
14793111847,8
14793111848,10
14793111849,10
14793111850,10
14793111851,7
14793111852,12
14793111853,9
14793111854,9
14793111855,9
14793111856,8
14793111857,10
14793111858,10
14793111859,9
14793111860,9
14793111861,11
14793111862,10
14793111863,13
14793111864,11
14793111865,11
14793111866,10
14793111867,12
14793111868,10
14793111869,9
14793111870,10
14793111871,11
14793111872,10
14793111873,10
14793111874,12
14793111875,12
14793111876,9
14793111877,9
14793111878,10
14793111879,9
14793111880,13
14793111881,8
14793111882,12
14793111883,10
14793111884,13
14793111885,12
14793111886,12
14793111887,10
14793111888,13
14793111889,10
14793111890,11
14793111891,13
14793111892,11
14793111893,8
14793111894,14
14793111895,9
14793111896,13
14793111897,11
14793111898,10
14793111899,11
14793111900,8
14793111901,11
14793111902,12
14793111903,9
14793111904,11
14793111905,8
14793111906,12
14793111907,10
14793111908,9
14793111909,10
14793111910,10
14793111911,11
14793111912,13
14793111913,12
14793111914,12
14793111915,11
14793111916,14
14793111917,13
14793111918,12
14793111919,11
14793111920,11
14793111921,10
14793111922,16
14793111923,12
14793111924,12
14793111925,9
14793111926,12
14793111927,12
14793111928,11
14793111929,10
14793111930,14
14793111931,9
14793111932,13
14793111933,12
14793111934,5
14793111936,3
14793111937,12
14793111938,11
14793111939,10
14793111940,12
14793111941,12
14793111942,13
14793111943,11
14793111944,10
14793111945,11
14793111946,9
14793111947,11
14793111948,12
14793111949,13
14793111950,8
14793111951,10
14793111952,10
14793111953,9
14793111954,12
14793111955,10
14793111956,12
14793111957,10
14793111958,12
14793111959,13
14793111960,11
14793111961,10
14793111962,11
14793111963,13
14793111964,10
14793111965,11
14793111966,11
14793111967,12
14793111968,10
14793111969,10
14793111970,12
14793111971,8
14793111972,13
14793111973,8
14793111974,10
14793111975,9
14793111976,12
14793111977,9
14793111978,11
14793111979,10
14793111980,11
14793111981,11
14793111982,11
14793111983,11
14793111984,11
14793111985,11
14793111986,10
14793111987,10
14793111988,9
14793111989,11
14793111990,11
14793111991,10
14793111992,10
14793111993,10
14793111994,6
14793111995,11
14793111996,9
14793111997,15
14793111998,11
14793111999,10
14793112000,12
14793112001,11
14793112002,11
14793112003,10
14793112004,11
14793112005,11
14793112006,9
14793112007,12
14793112008,12
14793112009,10
14793112010,11
14793112011,11
14793112012,10
14793112013,9
14793112014,11
14793112015,10
14793112016,10
14793112017,10
14793112018,12
14793112019,10
14793112020,10
14793112021,10
14793112022,12
14793112023,11
14793112024,13
14793112025,11
14793112026,10
14793112027,11
14793112028,10
14793112029,10
14793112030,10
14793112031,11
14793112032,10
14793112033,11
14793112034,11
14793112035,11
14793112036,11
14793112037,10
14793112038,12
14793112039,11
14793112040,10
14793112041,12
14793112042,12
14793112043,15
14793112044,10
14793112045,13
14793112046,9
14793112047,11
14793112048,9
14793112049,14
14793112050,11
14793112051,13
14793112052,12
14793112053,11
14793112054,11
14793112055,13
14793112056,14
14793112057,11
14793112058,11
14793112059,13
14793112060,13
14793112061,14
14793112062,9
14793112063,15
14793112064,10
14793112065,15
14793112066,12
14793112067,14
14793112068,10
14793112069,15
14793112070,9
14793112071,14
14793112072,12
14793112073,13
14793112074,10
14793112075,12
14793112076,13
14793112077,13
14793112078,12
14793112079,10
14793112080,14
14793112081,12
14793112082,12
14793112083,10
14793112084,11
14793112085,13
14793112086,13
14793112087,12
14793112088,15
14793112089,9
14793112090,15
14793112091,10
14793112092,17
14793112093,12
14793112094,10
14793112095,14
14793112096,15
14793112097,11
14793112098,10
14793112099,13
14793112100,14
14793112101,9
14793112102,13
14793112103,12
14793112104,13
14793112105,12
14793112106,11
14793112107,11
14793112108,10
14793112109,11
14793112110,9
14793112111,11
14793112112,12
14793112113,14
14793112114,12
14793112115,12
14793112116,12
14793112117,10
14793112118,12
14793112119,12
14793112120,11
14793112121,10
14793112122,11
14793112123,13
14793112124,12
14793112125,12
14793112126,12
14793112127,12
14793112128,10
14793112129,11
14793112130,13
14793112131,11
14793112132,15
14793112133,7
14793112134,15
14793112135,11
14793112136,12
14793112137,12
14793112138,12
14793112139,12
14793112140,11
14793112141,11
14793112142,11
14793112143,9
14793112144,14
14793112145,13
14793112146,13
14793112147,12
14793112148,13
14793112149,11
14793112150,13
14793112151,10
14793112152,10
14793112153,9
14793112154,13
14793112155,10
14793112156,12
14793112157,9
14793112158,11
14793112159,9
14793112160,14
14793112161,14
14793112162,10
14793112163,11
14793112164,11
14793112165,13
14793112166,17
14793112167,11
14793112168,11
14793112169,13
14793112170,11
14793112171,13
14793112172,12
14793112173,14
14793112174,12
14793112175,11
14793112176,11
14793112177,10
14793112178,13
14793112179,8
14793112180,12
14793112181,13
14793112182,13
14793112183,10
14793112184,12
